CODERESP,SECURITYID,BIRTHYEARR,CONTROL1,CONTROL3,CONTROL3@,S11,POLINT,PART,NONVOTE_01,NONVOTE_02,NONVOTE_03,NONVOTE_04,NONVOTE_05,NONVOTE_06,NONVOTE_07,NONVOTE_08,NONVOTE_09,NONVOTE_10,NONVOTE_98,PARTY15,VOTE1,VOTE1A,VOTE1B,VOTE1C,IMPORTANCE1,REASON1ACC1,REASON1ACC1_01,REASON1ACC1_02,REASON1ACC1_03,REASON1ACC1_04,REASON1ACC1_05,REASON1ACC1_06,REASON1ACC1_07,REASON1ACC1_08,REASON2ACC1,REASON2ACC1_01,REASON2ACC1_02,REASON2ACC1_03,REASON2ACC1_04,REASON2ACC1_05,REASON2ACC1_06,REASON2ACC1_07,REASON1DEN1,REASON1DEN1_01,REASON1DEN1_02,REASON1DEN1_03,REASON1DEN1_04,REASON1DEN1_05,REASON2DEN1,REASON2DEN1_01,REASON2DEN1_02,REASON2DEN1_03,REASON2DEN1_04,REASON2DEN1_05,VOTE2,VOTE2A,VOTE2B,VOTE2C,IMPORTANCE2,REASON1ACC2,REASON1ACC2_01,REASON1ACC2_02,REASON1ACC2_03,REASON1ACC2_04,REASON2ACC2,REASON2ACC2_01,REASON2ACC2_02,REASON2ACC2_03,REASON2ACC2_04,REASON1DEN2,REASON1DEN2_01,REASON1DEN2_02,REASON1DEN2_03,REASON1DEN2_04,REASON1DEN2_05,REASON2DEN2,REASON2DEN2_01,REASON2DEN2_02,REASON2DEN2_03,REASON2DEN2_04,VOTE3,VOTE3A,VOTE3B,VOTE3C,IMPORTANCE3,REASON1ACC3,REASON1ACC3_01,REASON1ACC3_02,REASON1ACC3_03,REASON1ACC3_04,REASON1ACC3_05,REASON2ACC3,REASON2ACC3_01,REASON2ACC3_02,REASON2ACC3_03,REASON1DEN3,REASON1DEN3_01,REASON1DEN3_02,REASON1DEN3_03,REASON1DEN3_04,REASON1DEN3_05,REASON2DEN3,REASON2DEN3_01,REASON2DEN3_02,REASON2DEN3_03,REASON2DEN3_04,TRUST_1,TRUST_2,TRUST_3,TRUST_4,TRUST_5,TRUST_6,TRUST_7,TRUST_8,TRUST_9,TRUST_10,TRUST_26,TRUST_27,TRUST_28,TRUST_29,LRSP,VALUE1,VALUE2,VALUE3,VALUE4,VALUE5,VALUE6,VALUE7,VALUE8,VALUE9,VALUE10,VALUE12,VALUE13,VALUE14,VALUE16,DIFFICUL1,DECTIME1,ARGU1_1,ARGU1_2,ARGU1_3,ARGU1_4,ARGU1_5,ARGU1_6,DIFFICUL2,DECTIME2,ARGU2_1,ARGU2_2,ARGU2_3,ARGU2_4,ARGU2_5,ARGU2_6,DIFFICUL3,DECTIME3,ARGU3_1,ARGU3_2,ARGU3_3,ARGU3_4,ARGU3_5,ARGU3_6,COVID1A,COVID1B,COVID1C,COVID2,ONLINE,MEDIAUSE_1,MEDIAUSE_2,MEDIAUSE_3,MEDIAUSE_4,MEDIAUSE_5,MEDIAUSE_6,MEDIAUSE_7,MEDIAUSE_8,MEDIAUSE_9,MEDIAUSE_10,MEDIAUSE_11,MEDIAUSE_12,MEDIAUSE_13,MEDIAUSE_14,MEDIAUSE_15,MEDIAUSE2_1,MEDIAUSE2_2,MEDIAUSE2_3,MEDIAUSE2_4,MEDIAUSE2_5,MEDIAUSE2_6,MEDIAUSE2_7,MEDIAUSE2_8,DISCUS,VOTEWIE,PART2,PARTYA,CITIZENREPA,ORIGINPARENTS,CONFESSD,CONFESSR,CULT,EDUC,ACTI,ACTIPREV,S17JOBPOSITION,WORKLOAD,S17SECTOR,MAINEARNER,EDUCMAIN,ACTIMAIN,INCOME,INCOMEPRECARIAT,HABITAT,GEWVORL1,GEWVORL2,GEWVORL3
14566,20210307.16167.203,2001,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,4,99999998,98, ,99999998, , , , , , , , ,99999998, , , , , , , ,99, , , , , , , , , , ,1,8,99999998,99999998,98, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,2,99999998,4,99999998,4, ,99999998, , , , , ,99999998, , , ,99, , , , , , , , , ,98,98,98,2,98,7,98,98,98,9,98,4,98,8,1,1,1,2,1,8,5,8,1,1,1,1,8,8,1,1,1,4,4,4,4,1,1,2,3,2,2,8,3,8,8,1,1,8,8,3,8,2,8,1,1,1,1,3,4,0,0,6,0,0,1,8,0,0,7,7,9,0,0,5,8,6,0,7,0,3,98,2,1,10,2,1,2,1,2,1,31,98,99999998,99999998,98,99999998,8,99999998,99999998,98,8,8,.296720428243295,.253299438611754,.296925724752294
14568,20210307.19232.203,1939,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,16,1,2,99999998,99999998,8,Les Hooligans et pour rester une femme libre,36,20, , , , , , ,Pour diminuer les violences. Celle des stades et celle faite aux femmes.,20,36, , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,2,99999998,8, ,99999998, , , , ,99999998, , , ,Suite aux débuts suivis lors de la campagne,12,16, , , , ,98, , , ,3,99999998,99999998,4,8, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,10,9,98,6,6,8,9,98,98,8,6,6,98,8,8,2,8,8,1,8,3,3,1,1,1,1,3,5,8,1,2,1,1,1,1,1,8,2,3,8,8,8,8,8,8,2,8,8,8,8,8,8,8,1,3,8,3,2,8,8,8,10,0,4,0,0,0,0,0,0,0,0,0,98,98,98,98,98,98,98,10,3,1,10,16,1,1,1,1,5,32,7,3,98,23,8,8,99999998,99999998,98,8,2,.9153691567653,.684847512012037,.785894100200497
14570,20210307.21235.203,1976,99999998,99999998, ,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,10,10,5,98,4,98,9,98,7,8,98,10,98,98,10,2,2,5,1,2,1,1,5,1,2,1,1,6,5,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,3,99999998,2,2,1,2,6,32,3,99999998,33,10,1,1,99999998,99999998,5,2,1,.61582470577777,.615943975923357,.616325204867284
14571,20210307.12462.203,1983,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,12,1,4,99999998,99999998,6,Unterdrückung der Frau vs Machtdemonstration der Religion. Eine riesen Diskrepanz...,21,52, , , , , , ,"Zeichen setzen, unsere Kultur zeigt Gesicht",63, , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,2,99999998,7, ,99999998, , , , ,99999998, , , ,Wenig vertrauen in die cyber sicherheit,42,43, , , , ,99, , , ,1,2,99999998,99999998,4, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,8,7,6,6,98,4,6,6,98,4,4,98,98,6,6,3,1,2,6,5,1,1,5,1,4,4,1,8,6,1,1,3,1,2,4,4,4,2,3,2,4,3,3,3,3,1,1,8,3,2,2,2,2,8,8,1,2,1,3,6,3,4,3,0,5,7,5,6,0,2,0,6,2,0,0,4,0,0,0,1,6,4,1,4,12,1,1,1,5,6,51,3,99999998,33,10,1,1,99999998,99999998,6,2,1,.592167005922827,.912661092801754,.531391942991891
14574,20210307.17967.203,1970,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,9,2,99999998,4,99999998,5, ,99999998, , , , , , , , ,99999998, , , , , , ,Ein Verbot ist nicht notwendig und nicht sinnvoll,41, , , , , ,99, , , , ,2,99999998,4,99999998,9, ,99999998, , , , ,99999998, , , ,Personendaten gehoeren nicht in die Hand von profitorientierten Unternehmen,32,41, , , ,Staat muss bei der Digitalisierung eigene Kompetenzen aufbauen,21, , , ,2,99999998,4,99999998,10, ,99999998, , , , , ,99999998, , ,Durch das Abkommen wird die Produktion von Palmoel gefoerdert,55, , , , ,Abholzung des Regenwaldes,51, , , ,7,7,4,7,5,8,6,6,5,9,2,8,1,8,2,1,2,1,2,3,6,3,3,1,3,5,4,5,3,2,1,2,2,3,2,1,1,1,1,4,2,4,2,1,2,1,1,2,2,4,1,1,1,2,1,2,3,3,8,4,3,6,5,6,7,7,10,6,0,6,8,1,8,4,4,6,2,4,7,3,5,2,1,9,9,1,2,2, ,99999998,52,3,99999998,32,10,2,1,99999998,99999998,13,1,2,1.050955637294,1.03755697198894,.953984204892318
14575,20210307.13785.203,1967,99999998,99999998, ,2,3,2,0,0,0,0,0,0,0,0,0,1,0,16,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,5,7,6,0,5,5,7,5,5,5,0,98,98,98,5,4,4,3,4,4,2,4,5,1,5,1,1,1,5,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,0,16,1,1,1,1,2,32,3,99999998,33,23,1,2,32,3,7,1,2,2.48492631734499,2.49185985924691,2.50540741778867
14576,20210307.29587.203,1998,99999998,99999998, ,2,3,2,0,0,0,0,0,0,0,1,0,0,0,99,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,98,6,98,98,98,8,98,98,5,8,98,98,98,7,98,3,5,8,1,9,9,5,2,1,8,1,9,5,5,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,98,18,1,1,8, ,99999998,51,3,99999998,98,10,1,1,99999998,99999998,98,2,1,.313018921672867,.313079545762821,.313273321478246
14578,20210307.14434.203,1987,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,16,3,99999998,99999998,1,0, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,4,99999998,6, ,99999998, , , , ,99999998, , , ,keine private Firma die auf Gewinn aus ist,33,32, , , , ,99, , , ,3,99999998,99999998,4,5, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,7,3,0,3,0,9,5,6,5,6,2,7,98,4,98,3,1,1,3,3,6,8,8,1,6,2,8,5,2,1,1,3,8,4,1,2,2,1,1,3,2,2,1,2,1,1,8,2,2,3,2,2,2,1,1,1,4,3,8,0,6,8,3,3,0,7,7,2,0,0,4,0,6,5,5,5,98,7,3,3,5,3,1,7,16,1,1,2, ,99999998,52,3,99999998,33,10,1,1,99999998,99999998,7,1,1,.418606473174145,.427401973832345,.414949956819784
14579,20210307.13671.203,1970,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,1,2,99999998,4,99999998,5, ,99999998, , , , , , , , ,99999998, , , , , , , ,99, , , , , , , , , , ,8,99999998,99999998,99999998,5, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,8,99999998,99999998,99999998,5, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,98,98,98,98,98,98,98,98,98,98,98,98,98,98,10,6,6,6,6,6,1,6,6,6,8,6,1,1,6,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,3,0,5,5,0,98,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,10,1,1,1,1,1,9,98,98,99999998,99999998,98,99999998,2,52,3,98,8,2,.1604273712531,.156487142513366,.156489979690062
14583,20210307.15504.203,1972,99999998,99999998, ,2,3,2,0,0,0,0,0,0,1,0,0,0,0,16,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,1,1,1,1,1,10,1,1,2,5,5,5,0,10,5,1,1,3,1,6,6,6,1,1,1,6,4,1,1,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,7,3,1,1,1,2,2,33,8,3,32,10,1,2,33,3,4,2,2,.295049704117128,.295106848010245,.295289499803931
14584,20210307.19252.203,1995,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,1,1,4,99999998,99999998,10,Passt nicht in die CH,13, , , , , , , ,Hat nichts mit der Schweiz zu tun,65, , , , , , , ,99999998, , , , , ,99999998, , , , ,2,99999998,4,99999998,7, ,99999998, , , , ,99999998, , , ,Keine volle Kontrolle ueber Personen,43, , , , , ,99, , , ,1,4,99999998,99999998,5,keine weiteren Einschraenkungen,35, , , , , ,99, , , ,99999998, , , , , ,99999998, , , ,8,9,9,2,2,9,9,9,4,3,4,7,0,9,8,6,6,3,5,3,1,5,6,2,4,3,4,5,4,1,1,4,1,1,3,1,4,8,2,2,4,3,3,3,2,2,2,3,3,3,3,3,3,3,1,2,4,1,8,4,4,0,0,0,0,5,4,0,5,5,0,1,1,5,4,4,4,0,1,3,9,5,1,9,1,1,1,1,2,2,32,3,99999998,32,10,2,3,99999998,99999998,5,3,1,1.33087113733121,2.02959937013759,1.4925042366979
14587,20210307.13975.203,2000,99999998,99999998, ,1,2,2,0,0,0,1,0,0,0,0,0,0,0,9,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,8,8,5,4,9,9,8,7,7,6,3,5,8,1,3,4,1,1,1,6,1,3,3,3,4,1,2,6,3,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,6,9,1,1,8, ,99999998,32,4,99999998,99999998,10,99999998,4,51,1,98,8,1,2.73529322349003,2.7429253492584,2.75783788200251
14588,20210307.16394.203,1961,99999998,99999998, ,1,2,2,0,0,0,0,0,0,0,0,0,1,0,99,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,9,98,4,6,5,9,4,6,7,4,0,5,0,0,5,1,6,4,2,5,6,5,6,6,5,1,1,6,5,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,0,18,1,1,1,2,2,40,5,5,99999998,98,99999998,1,99999998,99999998,1,3,1,1.80820552495077,1.80830250948441,1.80825851960587
14589,20210307.10097.203,1992,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,3,2,99999998,2,99999998,2, ,99999998, , , , , , , , ,99999998, , , , , , ,"Perché non é giusto far passare un oggetto di sicurezza nazionale con la discriminazione religiosa e razziale. Il discorso della libertà della donna é molto brutto.  La dissimulazione del volto é negativa, ma se controllata può essere mantenuta sotto cont",31, , , , , ,98, , , , ,1,2,99999998,99999998,5,"Perché si va sempre di più verso una società globale con negozi online e maggiori pagamenti via internet. Questo richiede nuovi metodi per garantire la sicurezza, per stare al passo con i tempi.",44,21,31, , ,99, , , , ,99999998, , , , , ,99999998, , , ,2,99999998,4,99999998,6, ,99999998, , , , , ,99999998, , ,"Perché non é affatto vero che verrà mantenuta la promessa di sostenibilità. Mancano controlli. L'olio di palma distrugge la foresta vergine e ci sono alternative, anche prodotte in Svizzera. Avrei preferito aumentare le risorse in CH piuttosto che aumenta",53,51,31, , , ,99, , , ,10,10,3,0,2,3,10,0,4,2,4,10,3,3,5,4,8,3,1,4,2,5,1,1,1,1,4,6,1,1,1,4,2,1,2,2,2,2,2,2,1,2,3,4,1,1,1,2,8,4,8,1,4,2,3,1,3,3,0,3,3,10,7,0,0,4,0,0,0,0,0,10,0,2,5,0,0,0,5,0,10,5,1,9,3,1,2,2, ,99999998,52,3,99999998,98,21,3,2,32,3,8,1,1,.061698483241055,.0409265303628019,.0607604513484589
14590,20210307.10034.203,1963,99999998,99999998, ,2,3,2,0,0,0,0,0,0,0,1,0,0,0,17,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,4,4,4,2,4,4,4,4,4,4,0,4,7,7,3,6,6,1,1,1,6,6,3,1,1,1,1,1,3,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,98,9,1,2,1,2,1,21,3,99999998,32,23,8,8,99999998,99999998,98,3,1,6.11729833420818,6.11743069904685,6.11755917968697
14592,20210307.20757.203,1940,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,4,99999998,10, ,99999998, , , , , , , , ,99999998, , , , , , ,Il controprogetto federale  è OK,95, , , , , ,98, , , , ,2,99999998,4,99999998,5, ,99999998, , , , ,99999998, , , ,Perché non ho ancora fiducio sulla sicurezza informatica,42, , , , , ,98, , , ,1,2,99999998,99999998,5,Pe la libertà d'azione confederale,35, , , , , ,98, , , ,99999998, , , , , ,99999998, , , ,10,10,5,5,5,10,10,5,10,5,0,10,5,10,4,2,3,2,1,6,1,2,2,1,1,3,2,6,2,1,1,1,1,3,1,4,1,1,1,4,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,4,3,8,8,8,8,8,8,2,8,8,8,0,2,8,8,8,5,5,5,2,8,5,2,8,2,2,10,2,1,2,1,2,6,32,7,7,99999998,10,99999998,1,99999998,99999998,5,1,2,.108265384809806,.092617775748658,.0670855755372481
14598,20210307.20053.203,1955,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,4,99999998,5, ,99999998, , , , , , , , ,99999998, , , , , , ,"non risolve il problema che é molto piu complesso, bisognava anche separare il problema ""religioso"" che di per se é comunque da discutere ma con termini piu' complessi, dal problema della dissimulazione durante manifestazioni o altro",41,42, , , , ,98, , , , ,2,99999998,2,99999998,5, ,99999998, , , , ,99999998, , , ,non ci sono garanzie sull'uso dei dati a privati,41, , , , , ,98, , , ,2,99999998,4,99999998,4, ,99999998, , , , , ,99999998, , ,lo stato indonesiano non mi da garanzie rispetto agli aspetti ecologici,53, , , , , ,98, , , ,6,6,6,5,5,8,5,6,5,6,3,5,5,7,3,2,1,2,1,3,4,3,2,1,2,5,3,5,4,1,1,2,2,3,1,2,2,1,2,3,2,2,2,2,2,1,1,3,3,4,1,2,1,1,1,1,3,2,7,5,5,4,0,1,1,4,2,1,0,0,0,1,1,5,0,3,0,0,0,0,5,2,1,10,2,2,2,2, ,99999998,33,3,99999998,33,10,2,3,99999998,99999998,5,2,2,.203078960091887,.173727933615192,.199991452404913
14599,20210307.10618.203,1971,99999998,99999998, ,2,3,1,8,8,8,8,8,8,8,8,8,8,8,16,2,99999998,4,99999998,10, ,99999998, , , , , , , , ,99999998, , , , , , ,Nous sommes dans un pays libre.,32, , , , , ,99, , , , ,1,4,99999998,99999998,5, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,6, ,99, , , , , , , , , ,99999998, , , , , ,99999998, , , ,7,9,5,5,6,7,9,7,5,4,4,5,5,4,5,2,8,4,1,2,5,3,4,2,4,1,1,6,3,1,1,4,4,4,1,2,1,1,1,2,2,2,3,2,2,1,1,2,2,2,4,8,8,1,1,1,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,1,6,16,1,1,1,2,4,32,3,99999998,33,10,3,1,99999998,99999998,6,1,2,.409894335336461,.402088867667391,.334869105084391
14602,20210307.16616.203,1975,99999998,99999998, ,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,8,6,6,4,6,6,6,6,6,5,4,4,2,4,9,5,6,5,5,4,2,2,5,9,9,9,9,5,4,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,6,1,1,1,1,1,2,51,2,99999998,99999998,21,99999998,2,51,1,98,1,2,2.14719292755465,2.14730809394577,2.14725585720897
14603,20210307.28504.203,1982,99999998,99999998, ,1,2,1,8,8,8,8,8,8,8,8,8,8,8,9,2,99999998,2,99999998,2, ,99999998, , , , , , , , ,99999998, , , , , , ,Eingriff in die Persönlichkeitsrechte  Gehört nicht in die Verfassung,43,101, , , ,"marginales Problem, welches von der SVP aus wahlpolitischen Zwecken aufgebauscht wurde",63,44,62, , ,1,4,99999998,99999998,6,Meinung des Parlaments und des Bundesrates,95, , , , ,99, , , , ,99999998, , , , , ,99999998, , , ,1,2,99999998,99999998,6,"Bessere Kontrolle (Einhaltung der Umweltstandards, etc.) über vertragliche Regelung",51, , , , , ,99, , , ,99999998, , , , , ,99999998, , , ,8,7,5,8,3,10,10,5,5,8,6,8,2,6,5,1,3,2,2,2,6,1,2,3,2,1,5,6,1,1,2,2,1,3,1,1,1,1,1,1,1,3,4,2,3,2,2,2,3,1,2,2,1,1,2,1,2,3,8,8,0,10,1,1,2,8,1,1,1,2,1,0,0,5,1,2,1,0,9,0,8,3,2,8,9,1,1,1,2,2,52,3,99999998,33,10,2,1,99999998,99999998,7,1,1,.743371414104372,.409512184974814,.482439506902414
14606,20210307.22012.203,1991,99999998,99999998, ,2,3,2,0,0,0,0,1,0,1,0,0,0,0,99,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,3,5,98,5,98,9,5,9,98,8,98,5,7,8,2,1,2,3,2,4,4,3,2,1,2,1,2,4,4,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,0,18,1,2,1,5,1,32,8,3,33,23,1,2,32,3,4,2,1,1.6999946415531,1.70306065761137,1.70466100676833
14607,20210307.15985.203,1969,99999998,99999998, ,2,4,2,0,0,0,0,0,0,0,0,0,1,0,99,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , , , , ,99999998, , , , , , , ,99999998, , , , , ,99999998, , , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , ,99999998, , , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998, ,99999998, , , , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,7,7,5,0,98,5,5,5,7,8,8,8,0,5,8,9,9,9,9,2,2,2,3,1,9,1,1,9,6,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,0,18,2,2,2, ,99999998,97,3,99999998,33,23,1,2,31,7,8,2,1,2.1144118857956,2.11445763700354,2.11450204565876
