CODERESP,SECURITYID,BIRTHYEARR,CONTROL1,CONTROL3,CONTROL3@,S11,POLINT,PART,NONVOTE_01,NONVOTE_02,NONVOTE_03,NONVOTE_04,NONVOTE_05,NONVOTE_06,NONVOTE_07,NONVOTE_08,NONVOTE_09,NONVOTE_10,NONVOTE_98,PARTY15,VOTE1,VOTE1A,VOTE1B,VOTE1C,IMPORTANCE1,REASON1ACC1_01,REASON1ACC1_02,REASON1ACC1,REASON2ACC1_01,REASON2ACC1,REASON1DEN1_01,REASON1DEN1_02,REASON1DEN1_03,REASON1DEN1,REASON2DEN1_01,REASON2DEN1_02,REASON2DEN1_03,REASON2DEN1,VOTE2,VOTE2A,VOTE2B,VOTE2C,IMPORTANCE2,REASON1ACC2_01,REASON1ACC2_02,REASON1ACC2_03,REASON1ACC2,REASON2ACC2_01,REASON2ACC2_02,REASON2ACC2_03,REASON2ACC2,REASON1DEN2_01,REASON1DEN2_02,REASON1DEN2_03,REASON1DEN2,REASON2DEN2_01,REASON2DEN2_02,REASON2DEN2_03,REASON2DEN2,VOTE3,VOTE3A,VOTE3B,VOTE3C,IMPORTANCE3,REASON1ACC3_01,REASON1ACC3_02,REASON1ACC3_03,REASON1ACC3,REASON2ACC3_01,REASON2ACC3_02,REASON2ACC3_03,REASON2ACC3,REASON1DEN3_01,REASON1DEN3_02,REASON1DEN3_03,REASON1DEN3_04,REASON1DEN3_05,REASON1DEN3,REASON2DEN3_01,REASON2DEN3_02,REASON2DEN3_03,REASON2DEN3,VOTE4,VOTE4A,VOTE4B,VOTE4C,IMPORTANCE4,REASON1ACC4_01,REASON1ACC4_02,REASON1ACC4_03,REASON1ACC4_04,REASON1ACC4,REASON2ACC4_01,REASON2ACC4_02,REASON2ACC4_03,REASON2ACC4,REASON1DEN4_01,REASON1DEN4_02,REASON1DEN4_03,REASON1DEN4_04,REASON1DEN4,REASON2DEN4_01,REASON2DEN4_02,REASON2DEN4_03,REASON2DEN4_04,REASON2DEN4,TRUST_1,TRUST_2,TRUST_3,TRUST_5,TRUST_6,TRUST_8,TRUST_9,TRUST_12,TRUST_15,TRUST_23,TRUST_24,TRUST_33,TRUST_41,TRUST_43,TRUST_44,TRUST_45,TRUST_46,TRUST_47,TRUST_48,TRUST_49,TRUST_50,LRSP,VALUE3,VALUE5,VALUE8,VALUE10,VALUE11,VALUE15,DIFFICUL1,DECTIME1,ARGU1_1,ARGU1_2,ARGU1_3,ARGU1_4,ARGU1_5,ARGU1_6,DIFFICUL2,DECTIME2,ARGU2_1,ARGU2_2,ARGU2_3,ARGU2_4,ARGU2_5,ARGU2_6,DIFFICUL3,DECTIME3,ARGU3_1,ARGU3_2,ARGU3_3,ARGU3_4,ARGU3_5,ARGU3_6,DIFFICUL4,DECTIME4,ARGU4_1,ARGU4_2,ARGU4_3,ARGU4_4,ARGU4_5,ARGU4_6,COVID1A,COVID1B,COVID1C,COVID1D,ONLINE,MEDIAUSE_1,MEDIAUSE_2,MEDIAUSE_3,MEDIAUSE_4,MEDIAUSE_5,MEDIAUSE_6,MEDIAUSE_7,MEDIAUSE_8,MEDIAUSE_9,MEDIAUSE_10,MEDIAUSE_11,MEDIAUSE_12,MEDIAUSE_13,MEDIAUSE_14,MEDIAUSE_15,MEDIAUSE2_1,MEDIAUSE2_2,MEDIAUSE2_3,MEDIAUSE2_4,MEDIAUSE2_5,MEDIAUSE2_6,MEDIAUSE2_7,MEDIAUSE2_8,DISCUS,VOTEWIE,PART2,MEDKONS_1,MEDKONS_2,MEDKONS_3,MEDKONS_4,MEDKONS_5,MEDKONS_6,MEDKONS_7,MEDKONS_8,MEDKONS_9,MEDKONS_10,MEDKONS_11,MEDKONS_12,MEDNR_1,MEDNR_2,MEDNR_3,MEDNR_4,MEDNR_5,MEDNR_6,MEDNR_7,MEDNR_8,MEDNR_9,MEDNR_10,MEDNR_11,MEDNR_12,MEDNR_13,MEDNR_14,MEDNR_15,MEDNR_16,MEDNR_17,MEDNR_18,MEDNR_19,MEDNR_20,MEDNR_21,MEDNR_22,MEDNR_23,MEDNR_24,MEDNR_25,MEDNR_26,MEDNR_27,MEDNR_28,MEDNR_29,MEDNR_30,MEDNR_31,MEDNR_32,MEDNR_33,MEDNR_34,MEDHAUPT,PARTYA,CITIZENREPA,ORIGINPARENTS,CONFESSD,CONFESSR,CULT,EDUC,ACTI,ACTIPREV,S17JOBPOSITION,WORKLOAD,S17SECTOR,MAINEARNER,EDUCMAIN,ACTIMAIN,INCOME,INCOMEPRECARIAT,HABITAT,GEWVORL1,GEWVORL2,GEWVORL3,GEWVORL4
13027,20220213.26151.213,1974,99999998,99999998, ,2,1,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,4,99999998,7,99999998, , ,99999998, ,24,44, ,"Aufgrund der Vorlage hätte die Forschung aus der Schweiz ausgelagert werden können, was dem Wirtschaftsstandort Schweiz sehr geschadet hätte. Zudem sind die Bestimmungen von Tierversuchen sehr streng und in der Schweiz bereits hoch. Die Notwendigkeit von Versuchen muss jeweils definiert werden.",16, , ,Zu extrem,1,4,99999998,99999998,7,35,22, ,Kinder sollten nicht mit Werbung zum Tabakkonsum verführt werden. Die Tabaklobby ist in der Schweiz enorm gross und beeinflusst die Politik. Sich hier zu wehren ist wichtig.,21, , ,Die Gesundheit der Kinder.,99999998, , , ,99999998, , , ,2,99999998,4,99999998,10,99999998, , , ,99999998, , , ,33, , , , ,Diese Kapitalbesteuerung ist bereits sehr niedrig. Ein Erlass dieser Steuer hätte nur wenigen Unternehmen (0.3%!) genützt.,44,20, ,"Lohn und Kapital werden beide besteuert, das ist auch richtig so und soll so bleiben. Die Tendenz, dass Kapital immer weniger besteuert werden soll, ist gefährlich, weil dadurch die Schere zwischen Arm und Reich sich noch mehr öffnet. Zudem nervt die bürgerliche ""KMU-blabla-Rhetorik"", die in den meistens Fällen nicht einmal richtig ist.",1,2,99999998,99999998,6,33,47, , ,"Auch kleine Medien, vor allem regionale Zeitungen und/oder Onlineportale, sollen eine Chance, resp. Existenzsicherheit haben. Die Bevölkerung ist auf kompetente und unabhängige (sich!) Medien angewiesen.",32,33,46,Die Privatisierung von Medien wie z.B. der Weltwoche oder dem Nebelspalter ist gefährlich für die Unabhängigkeit der Medien. Eine staatliche Mitfinanzierung hätte Sicherheit geboten und hätte die Unabhängigkeit auf keinen Fall eingeschränkt. Eher im Gegenteil.,99999998, , , , ,99999998, , , , ,4,5,7,5,7,7,4,6,3,6,7,5,0,4,0,5,3,3,3,4,5,2,2,3,2,2,6,2,1,1,2,2,4,1,1,2,1,1,1,1,1,2,3,4,1,1,4,4,3,1,1,3,1,2,1,2,1,3,3,4,2,1,2,3,1,7,5,7,3,4,4,1,7,5,5,1,4,1,0,1,4,4,4,2,1,6,3,8,2,1,10,5,3,3,3,3,4,2,5,5,3,5,2,0,1,0,99999998,99999998,99999998,99999998,5,0,0,0,0,5,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,1,0,0,5,5,2,1,0,5,98,2,1,2,2, ,99999998,52,1,99999998,11,10,1,3,99999998,99999998,13,1,1,.647776461539188,.247878718949054,.639657511028666,.638865521097131
13028,20220213.22539.213,1989,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,5,1,4,99999998,99999998,9,32, ,"Ich finde es krank an Tieren Versuche zu machen/ einzusperren. Der Mensch ist so kreativ und es gibt bestimmt neuere, schläuere, schmerzfreie Möglichkeiten, weilche entdeckt werden können.",25,Die Welt darf sich weiterentwickeln in der Beziehung zu Tier & Mensch,99999998, , , ,99999998, , , ,1,4,99999998,99999998,9,23,47, ,Für kein ungesundes Verhalten sollte Werbung gemacht werden. Die Hirnstruktur der Kinder ist noch sehr formbar,99, , , ,99999998, , , ,99999998, , , ,2,99999998,4,99999998,98,99999998, , , ,99999998, , , ,99, , , , , , , , , ,8,99999998,99999998,99999998,98,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,6,6,6,0,7,98,98,5,6,10,10,5,98,8,0,2,0,0,0,5,5,1,1,2,1,2,6,1,1,1,1,1,1,4,8,4,1,1,1,1,1,4,4,4,1,1,4,4,4,1,8,1,8,8,8,8,8,8,4,1,1,1,1,1,1,5,0,0,8,0,0,0,2,0,0,0,2,0,0,0,5,4,4,98,1,1,0,8,8,1,9,3,1,1,2,1,2,1,1,1,1,4,2,0,2,0,99999998,99999998,99999998,99999998,0,0,1,0,1,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,3,0,3,0,0,0,0,0,6,5,1,1,2, ,99999998,52,1,99999998,12,22,8,1,99999998,99999998,98,2,1,.723936150618393,2.01900242474389,.982373812460221,.925416147891434
13030,20220213.26136.213,1965,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,17,2,99999998,4,99999998,7,99999998, , ,99999998, ,31, , ,"Forschungbehinderung, internationale Teilnahme an Forschung",99, , , ,1,2,99999998,99999998,4,47, , ,Aus Prinzip gegen Tabak,99, , , ,99999998, , , ,99999998, , , ,2,99999998,8,99999998,7,99999998, , , ,99999998, , , ,99, , , , , , , , , ,1,2,99999998,99999998,5,24, , , ,Diversität der Medien (papier - digital...),99, , , ,99999998, , , , ,99999998, , , , ,8,5,4,5,8,7,98,98,1,4,9,9,98,98,2,8,6,3,3,6,6,3,3,3,3,2,5,8,1,1,4,4,4,2,1,3,1,1,1,1,1,4,3,3,8,2,4,3,4,2,1,2,2,3,2,2,2,4,4,3,1,1,1,2,2,7,8,8,8,1,1,1,0,1,4,0,2,0,0,0,4,4,4,5,2,6,7,8,4,1,10,5,2,1,5,1,2,1,4,5,3,5,2,0,5,0,99999998,99999998,99999998,99999998,5,1,0,0,5,5,98,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,1,0,0,3,1,0,5,98,98,2,1,1,1,2,4,52,3,99999998,32,21,2,1,99999998,99999998,15,1,1,.347853208162357,.133109819113715,.343493366226629,.343068070997682
13035,20220213.10241.213,1972,99999998,99999998, ,2,3,2,0,0,0,0,1,0,0,0,0,0,0,16,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,7,6,3,7,8,5,6,98,8,7,8,4,7,5,9,3,3,7,7,8,5,5,1,1,6,1,6,1,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,7,2,3,3,1,2,1,1,2,4,4,5,1,0,0,0,99999998,99999998,99999998,99999998,1,2,1,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,1,0,0,0,2,1,0,2,0,2,16,2,2,2, ,99999998,97,3,99999998,98,21,2,2,97,3,8,2,1,6.11285562075738,6.1128250209818,6.1129738583275,6.11287109187909
13036,20220213.17298.213,2000,99999998,99999998, ,2,3,2,0,1,1,0,1,0,0,1,0,0,0,1,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,2,4,2,98,8,98,98,1,9,8,7,1,9,8,98,0,1,0,5,4,2,2,2,8,8,6,6,2,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,3,1,2,1,1,1,2,2,1,2,2,5,3,0,0,0,99999998,99999998,99999998,99999998,0,0,0,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,0,0,0,0,0,98,1,1,1,2, ,99999998,33,6,6,99999998,98,99999998,1,99999998,99999998,1,2,1,5.95620210919571,5.95617229359738,5.95631731670398,5.9562171838406
13038,20220213.25917.213,1999,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,3,99999998,8,99999998, , ,99999998, ,42,34,35,"Die Wissenschaft ist momentan noch nicht genug ausgereift, um auf Tier./Menschenversuche zu verzichten. Hätten wir diese Vorlage angenommen, hätte die Schweiz einen enormen Nachteil gegenüber der restlichen Welt. (Fast keine Medikamente mehr importieren - darunter Covid-Impfung, Novartis und Roch könnten sich zurück ziehen etc.)",36, , ,"Mensch- und Tierversuche sind per se nicht schlecht, solange kein Tier/Mensch zuschauen kommt. Durch Versuche kann man nicht nur Medikamente testen. sondern auch das Verhalten analysieren. So kann Vieles herausgefunden werden.",1,4,99999998,99999998,6,43,47, ,"Tabak ist für viele Krebsarten verantwortlich. Durch Präsenz an öffentlichen Orten/Internet etc. ist Tabak omnipräsent. Ohne diese Werbung würde die Strategie ""Aus dem Auge aus dem Sinn"" der Tabak/Rauchproblematik entgegenwirken.",47, , ,"Meiner Meinung soll Tabak keinen Platz in der Werbung haben. Tabak gehört zu den meist konsumierten Drogen, die zu einer Abhängigkeit führen können.",99999998, , , ,99999998, , , ,2,99999998,4,99999998,9,99999998, , , ,99999998, , , ,33, , , , ,"In den letzten Jahren wurden die Steuern auf den Gewinn für Unternehmen immer mehr gesenkt. Dies hat zur Folge, dass die riesigen Unternehmen mit Gewinn in Millionen/Milliarden Höhe im Verhältnis immer viel weniger Steuern zahlen müssen als die Bürger:innen.",21,22, ,"Durch die Abschaffung würde ein grosses Loch in die Staatskasse geschossen werden. (deutlich über 200 Millionen Franken). Das Risiko, dass die Bevölkerung durch höhere Steuern stopfen muss, ist zu gross.",1,2,99999998,99999998,10,47, , , ,Die Gelder würden auch die kleinen Zeitungen unterstützen. In den letzten Jahren sind viel zu viele Medien aufgrund von Geldmangel verschwunden.,22, , ,Die Gelder fliessen auch in die Ausbildung neuer Journalist:innen,99999998, , , , ,99999998, , , , ,8,9,5,5,8,5,5,8,5,8,8,8,0,5,1,7,5,3,2,8,7,0,2,8,1,1,6,1,1,2,8,2,3,1,2,1,1,1,1,1,1,4,3,4,1,1,8,4,3,2,1,2,2,2,2,2,2,4,2,2,1,1,1,2,1,6,2,7,4,8,3,7,6,1,6,4,10,10,8,7,5,8,7,5,5,5,5,10,2,1,10,4,2,4,2,1,5,3,2,3,3,5,2,0,1,0,99999998,99999998,99999998,99999998,3,2,0,98,0,1,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,3,2,2,4,2,1,0,2,2,11,2,1,1,2, ,99999998,33,6,3,33,10,2,4,52,3,10,1,1,.716093691037177,.274021050965677,.70711848186608,.706242965346092
13039,20220213.22772.213,1947,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,17,1,4,99999998,99999998,4,23, ,"ethische Gründe, Tiere sind nicht Material für uns",99, ,99999998, , , ,99999998, , , ,3,99999998,99999998,4,6,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,2,99999998,4,99999998,6,99999998, , , ,99999998, , , ,20, , , , ,"Ich finde, dass Unternehmen nicht noch mehr Erleichterungen brauchen u. dass die Bevölkerung schon für zu viel aufkommen muss.",99, , , ,1,4,99999998,99999998,10,26,36, , ,"eine Medienvielfalt ist wichtig, gute Medien kosten Geld, Falschinformationen über die Social Media ist entgegenzuarbeiten",99, , , ,99999998, , , , ,99999998, , , , ,4,98,5,0,7,5,3,5,0,7,8,2,3,4,0,7,5,0,0,5,4,2,2,2,3,2,6,1,1,2,2,1,2,3,3,3,1,8,2,2,2,3,2,3,2,1,4,4,3,8,1,1,1,1,1,1,1,4,4,4,1,1,1,1,3,9,0,0,0,2,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,1,0,98,3,1,10,4,2,4,2,1,5,5,4,2,2,1,1,0,1,1,99999998,99999998,99999998,99999998,98,0,0,3,1,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,2,98,98,0,0,0,3,0,3,16,2,2,1,1,4,60,7,3,33,21,2,1,99999998,99999998,5,2,2,2.51335271789349,8.10237188600966,3.41059344726078,3.40637063173182
13040,20220213.28744.213,1954,99999998,99999998, ,2,1,1,8,8,8,8,8,8,8,8,8,8,8,1,2,99999998,2,99999998,7,99999998, , ,99999998, ,99, , , , , , , ,1,4,99999998,99999998,8,32, , ,Braucht keine Werbung für etwas das der Gesundheit schadet,99, , , ,99999998, , , ,99999998, , , ,2,99999998,3,99999998,8,99999998, , , ,99999998, , , ,99, , , , , , , , , ,1,4,99999998,99999998,7,47,21, , ,Unterstützung auch für kleinen Lokalmedien,99, , , ,99999998, , , , ,99999998, , , , ,8,8,8,7,8,7,7,7,8,8,7,8,6,8,6,8,6,3,7,8,5,7,5,5,6,5,6,2,2,3,1,1,2,2,1,3,1,1,1,1,1,4,3,4,1,1,1,1,1,1,1,3,1,1,1,2,2,3,3,4,1,1,1,1,3,98,98,10,8,1,1,7,10,7,8,0,10,0,6,6,8,5,8,5,3,6,6,8,4,1,10,3,4,1,3,2,4,1,4,5,5,3,3,98,0,0,99999998,99999998,99999998,99999998,0,4,0,0,0,0,2,99999998,99999998,99999998,99999998,1,98,99999998,99999998,99999998,99999998,99999998,4,0,3,0,5,5,5,4,4,6,1,1,2,2, ,99999998,32,7,3,33,22,1,2,32,7,7,1,1,.799957152227445,.306112317877541,.789930834639368,.788952784265759
13041,20220213.11728.213,1990,99999998,99999998, ,2,8,2,0,0,0,0,0,0,0,1,0,0,0,6,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,7,8,98,4,4,5,5,4,5,6,8,5,6,7,0,3,4,0,5,98,98,6,4,2,8,4,5,1,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,5,2,2,2,2,2,3,2,1,2,2,4,3,98,98,98,99999998,99999998,99999998,99999998,98,98,98,98,98,98,98,99999998,99999998,99999998,99999998,98,98,99999998,99999998,99999998,99999998,99999998,98,98,98,98,98,98,98,98,98,98,6,1,1,1,1,7,51,3,99999998,32,21,1,1,99999998,99999998,4,1,1,4.92529093100245,4.92526627594654,4.92538619816856,4.92530339649815
13042,20220213.27425.213,1968,99999998,99999998, ,2,2,2,0,0,0,1,0,0,0,0,0,0,0,2,99999998,99999998,99999998,99999998,99999998,99999998, , ,99999998, ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , ,99999998, , , ,99999998, , , , , ,99999998, , , ,99999998,99999998,99999998,99999998,99999998,99999998, , , , ,99999998, , , ,99999998, , , , ,99999998, , , , ,9,9,6,5,10,5,5,10,7,7,10,10,0,7,0,9,4,1,3,8,10,5,2,2,2,3,2,4,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,99999998,9,4,1,1,3,1,5,5,5,2,3,4,1,0,1,0,99999998,99999998,99999998,99999998,3,0,0,0,3,1,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,3,0,0,0,0,0,5,0,6,2,1,2,2, ,99999998,52,3,99999998,33,22,1,4,52,6,98,1,2,3.69430857905708,3.69429008606126,3.69438003601546,3.69431792904033
13044,20220213.25346.213,1941,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,6,2,99999998,4,99999998,6,99999998, , ,99999998, ,99, , , , , , , ,1,4,99999998,99999998,8,43, , ,Rauchen schadet der Gesundheit,99, , , ,99999998, , , ,99999998, , , ,2,99999998,2,99999998,6,99999998, , , ,99999998, , , ,99, , , , , , , , , ,2,99999998,2,99999998,7,99999998, , , , ,99999998, , , ,99, , , , , , , , , ,8,6,5,5,7,5,6,7,6,6,5,8,3,5,1,7,6,3,4,8,6,5,4,6,5,6,6,4,1,1,2,3,3,3,2,3,1,1,1,1,1,4,4,2,2,2,8,8,2,8,2,2,2,2,3,8,3,2,2,2,2,1,2,2,3,7,2,5,5,4,3,5,4,3,3,0,1,1,0,2,3,2,5,0,3,5,4,3,4,1,9,5,3,1,3,1,3,2,2,5,4,1,2,1,0,0,99999998,99999998,99999998,99999998,2,2,0,2,2,2,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,2,0,0,0,5,5,1,1,0,98,6,1,1,1,1,6,32,7,8,99999998,21,99999998,2,32,7,98,2,1,1.45451693482691,.556586748518011,1.43628664751064,1.26403903437988
13046,20220213.27225.213,1949,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,17,2,99999998,4,99999998,4,99999998, , ,99999998, ,99, , , , , , , ,1,2,99999998,99999998,2,99, , , , , , , ,99999998, , , ,99999998, , , ,1,4,99999998,99999998,5,99, , , , , , , ,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,5,99, , , , , , , , ,99999998, , , , ,99999998, , , , ,7,5,5,5,5,5,5,5,5,3,5,6,0,5,5,5,5,0,3,5,5,5,5,4,4,4,1,9,1,1,3,2,4,1,1,1,1,1,3,2,2,2,2,2,1,1,3,3,3,2,3,2,1,1,3,2,2,3,3,3,1,1,1,1,2,7,3,3,5,4,4,2,2,5,2,0,0,0,0,0,5,2,1,1,1,4,1,5,4,1,98,5,4,1,3,1,2,1,5,5,2,1,1,0,0,0,99999998,99999998,99999998,99999998,5,2,0,0,0,5,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,5,5,3,5,0,98,16,1,1,1,2,2,32,7,3,33,10,2,8,99999998,99999998,98,1,2,.979424764007227,.374787554386004,.818505568031547,.965951604271219
13055,20220213.19396.213,1977,99999998,99999998, ,2,3,1,8,8,8,8,8,8,8,8,8,8,8,2,2,99999998,2,99999998,2,99999998, , ,99999998, ,16, , ,Initiative ging zu weit,99, , , ,1,4,99999998,99999998,10,26, , ,Prävention und Schutz von Jugendlichen ist mir sehr wichtig. Ich arbeite in diesem Bereich,47, , ,"Ich bin generell dafür, dass ein angemessener Umgang mit Suchtmitteln gelernt werden soll. Werbung für ein Suchtmittel sollte tabu sein.",99999998, , , ,99999998, , , ,2,99999998,4,99999998,8,99999998, , , ,99999998, , , ,92, , , , ,Aufgrund der Argumente des Referendumkomitees,33, , ,Es braucht keine zusätzlichen Vergünstigungen,2,99999998,2,99999998,4,99999998, , , , ,99999998, , , ,22, , , ,Viele Unternehmen sind seit Covid am Kämpfen um zu überleben. Niemand soll solche Privilegien erhalten,23, , , ,Es wird mit unseren Steuern bezahlt- das braucht es nun wirklich nicht. Eher sollten Menschen an der Armutsgrenze mehr erhalten als die Medien zu fördern,8,6,3,3,8,8,4,7,6,6,7,8,0,6,0,5,5,5,0,7,7,3,2,3,2,2,6,1,1,2,2,2,3,2,1,3,1,1,1,1,1,4,3,4,1,2,2,4,3,1,1,3,1,2,3,2,3,1,2,1,1,1,2,2,1,0,0,0,6,0,0,0,6,5,5,6,6,0,0,5,5,4,5,4,4,4,4,5,4,1,7,1,1,1,1,1,3,1,3,1,1,3,1,0,0,0,99999998,99999998,99999998,99999998,0,0,0,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,0,0,0,0,0,0,0,3,2,6,2,1,2,1,5,5,52,3,99999998,32,22,1,1,99999998,99999998,7,1,1,.694837678074994,.336360329264675,.927528095734468,.563031612725825
13059,20220213.24994.213,1946,99999998,99999998, ,2,2,1,8,8,8,8,8,8,8,8,8,8,8,9,1,4,99999998,99999998,8,99, , , , ,99999998, , , ,99999998, , , ,1,4,99999998,99999998,8,43, , ,Der Gesundheit zuliebe,22, , ,Die Jugendlichen vom Rauchen abhalten,99999998, , , ,99999998, , , ,1,4,99999998,99999998,7,91, , ,Der Bund benötigt das Geld für wichtigeres,91, , ,Nur Vorteil für Großkonzerne,99999998, , , , , ,99999998, , , ,1,4,99999998,99999998,6,21, , , ,Damit die Vielfalt nicht verloren geht,21, , ,Erhalt der Printmedien,99999998, , , , ,99999998, , , , ,8,7,8,6,8,9,8,5,8,6,7,8,4,9,1,7,6,98,7,8,6,5,5,6,5,5,1,2,2,1,3,2,4,2,2,2,1,1,1,1,1,8,3,4,1,2,8,4,3,1,8,4,2,1,1,2,1,2,2,3,1,1,1,1,2,6,0,0,4,6,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,3,1,10,5,4,1,1,1,4,1,5,4,3,1,1,0,0,0,99999998,99999998,99999998,99999998,5,5,0,0,0,0,0,99999998,99999998,99999998,99999998,0,0,99999998,99999998,99999998,99999998,99999998,5,0,0,0,5,2,0,5,0,98,9,1,1,1,2,6,22,7,8,99999998,10,99999998,1,99999998,99999998,3,2,1,.0611189118118567,.164261864578683,.0364496759502342,.0798967107820349
