CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON1ACC3_05;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON2ACC3_05;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_8;TRUST_9;TRUST_18;TRUST_30;TRUST_32;TRUST_36;TRUST_37;TRUST_38;TRUST_39;TRUST_51;TRUST_52;TRUST_53;LRSP;VALUE1;VALUE2;VALUE4;VALUE5;VALUE6;VALUE8;VALUE12;VALUE13;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;COVID1A;COVID1B;COVID1C;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;MEDKONS_1;MEDKONS_2;MEDKONS_3;MEDKONS_4;MEDKONS_5;MEDKONS_6;MEDKONS_7;MEDKONS_8;MEDKONS_9;MEDKONS_10;MEDKONS_11;MEDKONS_12;MEDHAUPT;MEDNR_1;MEDNR_2;MEDNR_3;MEDNR_4;MEDNR_5;MEDNR_6;MEDNR_7;MEDNR_8;MEDNR_9;MEDNR_10;MEDNR_11;MEDNR_12;MEDNR_13;MEDNR_14;MEDNR_15;MEDNR_16;MEDNR_17;MEDNR_18;MEDNR_19;MEDNR_20;MEDNR_21;MEDNR_22;MEDNR_23;MEDNR_24;MEDNR_25;MEDNR_26;MEDNR_27;MEDNR_28;MEDNR_29;MEDNR_30;MEDNR_31;MEDNR_32;MEDNR_33;MEDNR_34;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3
12971;20220515.41506.214;1980;99999998;99999998; ;1;3;2;0;0;0;0;0;0;0;1;0;0;0;3;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;7;4;3;6;2;7;6;6;4;7;9;0;1;5;8;2;1;7;5;3;6;3;4;1;5;1;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;4;4;2;2;3;5;2;5;3;3;5;5;6;4;1;0;99999998;99999998;99999998;99999998;4;5;0;0;0;1;0;99999998;99999998;99999998;99999998;0;1;99999998;99999998;99999998;99999998;99999998;1;0;0;0;1;1;2;5;0;3;1;1;8;99999998;99999998;32;3;99999998;33;10;2;1;99999998;99999998;8;2;2;1.802884802;1.802781527;1.802990887
12972;20220515.31412.214;1997;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;2;99999998;99999998;3;Das ein sinvolles Investment für unsere Filmkultur schaffende getätigt wird.;402; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;8;Massiver Mangel an genügend Organen;202; ; ;Ich finde es wichtig, dass sich nun jeder mit dieser Frage einmal auseinander setzen muss un d sich hoffentlich mehr Gedanken zu seiner Zukunft macht.;403; ; ;99999998; ; ; ;99999998; ;2;99999998;8;99999998;6; ;99999998; ; ; ; ; ;99999998; ; ; ; ;Das Zurückdrängen von Flüchtlingen und die sehr grobe Vorgehensweise finde ich ethisch absolut unmenschlich!;201; ; ;999; ;7;7;5;5;8;9;7;7;7;8;9;9;8;8;6;5;5;7;3;1;1;4;5;3;2;5;2;1;2;2;2;1;2;4;4;1;1;1;1;1;1;3;3;2;2;2;4;3;1;1;1;2;2;2;3;2;5;8;4;0;0;0;4;1;1;1;1;8;8;0;3;6;3;0;4;7;5;7;3;1;8;1;2;1;1;1;1;1;98;4;2;2;5;9;0;0;0;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;3;0;0;2;5;4;0;4;4;2;1;2;1;1;6;52;3;99999998;33;10;2;1;99999998;99999998;5;2;1;1.445761536;1.378488848;1.358868323
12977;20220515.49994.214;1970;99999998;99999998; ;1;3;2;0;1;0;0;1;0;0;0;0;0;0;17;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;5;5;4;0;5;7;6;7;3;4;5;4;4;6;8;7;4;9;8;9;4;3;8;2;6;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;1;2;1;1;1;1;1;3;1;2;4;1;11;0;99999998;99999998;0;0;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;0;0;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;0;1;1;1;1;1;1;2;51;3;99999998;33;10;1;1;99999998;99999998;5;3;2;1.695394821;1.695297703;1.695494581
12981;20220515.30385.214;1971;99999998;99999998; ;2;3;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;1;99999998;5; ;99999998; ; ; ; ;99999998; ; ; ;999; ; ; ; ; ;2;99999998;4;99999998;7; ;99999998; ; ; ;99999998; ; ;999; ; ; ; ; ;1;1;99999998;99999998;6; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;5;7;5;5;5;7;4;5;4;5;8;4;0;5;7;9;5;7;5;4;5;3;4;4;4;1;5;2;3;3;3;2;1;2;2;2;3;1;4;4;1;1;1;2;3;3;3;2;2;1;1;1;1;1;1;7;5;7;7;6;5;8;7;0;5;0;2;2;0;6;5;5;6;5;5;7;3;6;3;1;10;5;2;3;1;3;5;4;5;5;2;4;5;6;99999998;99999998;99999998;99999998;99999998;3;3;3;0;99999998;99999998;99999998;99999998;99999998;99999998;0;0;0;99999998;99999998;99999998;99999998;99999998;1;3;5;99999998;99999998;99999998;1;99999998;0;3;0;16;2;2;2;99999998;99999998;32;3;99999998;32;21;1;1;99999998;99999998;6;1;1;0.328185285;0.289310575;0.2468081
12989;20220515.30359.214;1987;99999998;99999998; ;1;3;2;0;0;0;0;0;0;0;1;1;0;0;5;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;5;98;98;3;98;7;5;98;5;5;7;98;98;3;6;98;5;5;5;1;1;3;4;4;3;4;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;1;1;1;1;2;1;1;1;1;1;5;1;11;0;99999998;99999998;0;0;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;0;0;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;0;0;5;1;2;1;2;2;32;1;99999998;12;10;8;2;32;3;6;3;1;1.752398328;1.747465237;1.75529664
12994;20220515.48184.214;1974;99999998;99999998; ;1;2;2;0;0;0;1;1;0;0;1;0;0;0;1;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;6;6;4;2;3;3;3;5;0;1;5;0;0;1;6;5;0;1;8;3;5;5;5;4;4;5;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;1;5;1;1;1;5;1;5;5;3;3;3;6;5;0;0;99999998;99999998;99999998;99999998;0;5;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;5;0;0;0;4;4;5;0;5;1;1;1;2;99999998;99999998;51;3;99999998;32;10;1;1;99999998;99999998;7;2;1;2.11401806;2.113896963;2.114142453
12997;20220515.31139.214;1970;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998;0; ;99999998; ; ; ; ;99999998; ; ;keine staatliche Unterstützung für Filmschaffende;201; ; ; ;999; ;2;99999998;4;99999998;5; ;99999998; ; ; ;99999998; ;Der Staat hat, was meinen Körper betrifft, nichts zu sagen!;206; ; ; ;999; ;1;2;99999998;99999998;8;Verbleib Schengen-Raum!;400; ; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;5;2;2;1;6;7;0;0;0;0;2;0;7;9;5;0;0;9;8;4;6;6;5;1;5;1;1;1;1;4;4;4;8;1;1;1;1;3;4;4;1;1;1;1;2;2;2;1;4;4;4;1;1;1;3;0;1;8;0;0;0;0;7;0;0;0;0;7;0;7;8;5;2;98;8;5;98;98;2;1;10;1;4;5;1;1;4;1;4;5;5;1;1;3;0;0;0;99999998;99999998;99999998;99999998;0;0;5;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;4;0;0;0;5;3;0;4;0;1;1;1;1;2;2;32;2;99999998;99999998;21;99999998;2;52;1;9;1;2;2.574243651;2.269315369;1.935931356
12998;20220515.48751.214;1994;99999998;99999998; ;1;2;2;0;0;0;1;0;0;0;0;0;0;0;6;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;8;7;5;5;4;9;5;4;5;8;8;5;8;8;10;8;5;8;4;2;2;2;2;3;3;2;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;3;2;4;1;1;5;2;3;4;3;5;4;3;0;1;2;99999998;99999998;99999998;99999998;1;0;0;4;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;1;3;0;1;1;0;1;0;6;1;2;1;1;5;52;3;99999998;33;10;1;3;99999998;99999998;7;1;1;3.992432779;3.965855885;4.001694626
13002;20220515.42381.214;1990;99999998;99999998; ;1;3;1;8;8;8;8;8;8;8;8;8;8;8;99;2;99999998;2;99999998;6; ;99999998; ; ; ; ;99999998; ; ;Guardo solo Netflix;302; ; ;no;998; ;1;4;99999998;99999998;10;aiutare le persone;201; ; ;morto non mi servono gli organi;207; ; ;99999998; ; ; ;99999998; ;1;1;99999998;99999998;6; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;3;3;0;5;5;10;5;7;0;6;3;0;0;8;10;10;5;8;5;5;5;1;6;3;5;1;1;1;2;3;8;3;2;2;3;1;1;1;1;1;2;2;2;2;3;3;3;2;2;2;1;2;3;3;2;6;9;6;10;6;0;8;7;2;0;1;8;3;0;0;0;0;0;4;0;5;0;10;5;1;8;1;4;1;1;2;5;3;4;5;2;5;1;6;99999998;99999998;99999998;99999998;99999998;0;0;0;5;99999998;99999998;99999998;99999998;99999998;99999998;0;0;0;99999998;99999998;99999998;99999998;99999998;5;0;5;99999998;99999998;99999998;5;99999998;0;3;0;16;1;2;2;99999998;99999998;32;3;99999998;33;10;1;1;99999998;99999998;6;1;1;0.135268837;0.08947124;0.101727427
13007;20220515.40487.214;1977;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;3;8;99999998;99999998;99999998;98; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;2;99999998;1;99999998;4; ;99999998; ; ; ;99999998; ; ;999; ; ; ; ; ;1;8;99999998;99999998;2; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;6;6;3;3;4;4;4;3;5;5;6;4;3;4;7;2;2;6;7;3;5;2;4;1;4;1;3;2;8;8;8;8;8;8;8;2;2;8;8;3;1;8;2;2;2;2;8;8;8;8;8;1;1;1;3;0;7;6;7;8;0;0;7;0;0;0;0;0;0;8;4;2;0;0;2;4;0;5;4;1;8;1;1;1;3;1;3;1;5;3;4;1;1;10;0;0;0;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;0;5;3;1;1;1;1;1;32;3;99999998;33;21;1;3;99999998;99999998;8;1;2;1.063511233;1.176961876;1.113731662
13011;20220515.36924.214;1992;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;16;1;1;99999998;99999998;4;favorire la produzione locale/europea;304; ; ; ;uguaglianza di trattamento rispetto alle piattaforme non digitali;207; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;9;fornire più possibilità al trapianto di organi (di trovare un donatore per chi ne ha bisogno);202; ; ;nessun motivo valido per essere contrari. si parla di salvare vite umane;201; ; ;99999998; ; ; ;99999998; ;1;1;99999998;99999998;6;permettere alla CH di non essere tagliata fuori dalla sicurezza europea;210;405; ; ; ;/;999; ; ; ; ; ;99999998; ; ;99999998; ;7;6;1;8;1;10;1;5;6;8;4;2;2;10;10;9;7;10;3;2;4;1;2;5;4;5;4;1;3;2;2;3;3;3;4;1;1;2;1;1;4;4;4;1;3;2;2;2;3;4;2;1;1;1;3;2;2;0;10;98;7;6;2;0;0;0;5;0;0;0;6;98;3;98;0;6;1;10;4;1;10;4;2;1;2;1;5;1;4;3;1;4;1;6;99999998;99999998;99999998;99999998;99999998;1;0;0;0;99999998;99999998;99999998;99999998;99999998;99999998;1;0;0;99999998;99999998;99999998;99999998;99999998;5;5;0;99999998;99999998;99999998;1;99999998;1;4;1;16;1;2;2;99999998;99999998;52;3;99999998;32;10;2;2;60;3;12;1;1;0.110235232;0.120961329;0.137531175
13012;20220515.40658.214;1939;99999998;99999998; ;2;1;1;8;8;8;8;8;8;8;8;8;8;8;6;3;99999998;99999998;2;5; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;2;99999998;4;99999998;0; ;99999998; ; ; ;99999998; ; ;999; ; ; ; ; ;2;99999998;4;99999998;0; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;999; ; ; ; ;6;6;2;2;6;4;4;98;1;4;6;6;6;6;6;6;2;6;6;2;1;8;6;1;6;1;1;8;8;8;8;8;8;8;8;8;1;4;8;4;1;1;1;1;1;1;8;8;8;8;8;1;8;1;2;10;10;0;98;5;0;0;0;5;0;0;0;0;0;0;98;98;98;98;98;98;98;98;5;2;7;4;4;3;1;1;1;1;98;1;1;1;1;8;0;0;98;99999998;99999998;99999998;99999998;1;0;0;0;1;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;1;1;0;0;0;0;98;3;0;1;1;1;1;1;4;32;8;8;99999998;10;99999998;2;31;8;3;1;2;0.720658545;0.797535191;0.652088349
13015;20220515.44332.214;1974;99999998;99999998; ;1;2;2;0;1;0;0;0;0;0;0;0;0;0;16;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;8;5;5;5;5;8;8;8;4;8;8;4;5;7;9;6;5;7;5;3;4;3;5;2;5;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;1;3;1;1;1;5;1;5;3;3;5;1;6;0;0;0;99999998;99999998;99999998;99999998;0;4;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;5;0;0;0;3;2;2;2;2;18;1;1;1;2;2;32;3;99999998;32;10;1;1;99999998;99999998;11;1;2;1.643436031;1.635950654;1.64717533
13016;20220515.41771.214;1998;99999998;99999998; ;2;1;2;0;0;0;1;0;0;0;0;0;0;0;2;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;9;9;6;8;8;10;9;8;7;9;5;5;5;9;9;9;3;8;2;1;1;1;3;3;2;4;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;3;3;1;3;1;5;5;2;1;5;5;3;98;98;99999998;99999998;3;1;99999998;99999998;4;0;99999998;99999998;99999998;99999998;99999998;98;99999998;99999998;99999998;98;99999998;98;2;2;99999998;99999998;0;99999998;99999998;99999998;0;99999998;0;4;0;2;1;1;2;99999998;99999998;52;4;99999998;99999998;10;99999998;8;99999998;99999998;2;8;1;1.198484608;1.197199004;1.199059531
13017;20220515.31865.214;1958;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;5;1;4;99999998;99999998;6;Abgabe von ausländischen Gesellschaften;210; ; ; ; ;999; ; ; ;99999998; ; ; ;99999998; ;2;99999998;4;99999998;8; ;99999998; ; ; ;99999998; ;Es darf nicht sein, dass ich etwas unternehmen muss um meinen Körper zu schützen.;201; ; ; ;999; ;1;4;99999998;99999998;7;Schutz der EU-Aussengrenzen.;210;208; ; ; ; ;999; ; ; ; ; ;99999998; ; ;99999998; ;2;1;3;2;0;7;8;0;7;5;7;0;0;7;8;5;0;7;4;1;3;2;1;2;2;6;5;1;1;2;2;1;3;3;4;1;1;3;3;2;1;1;1;1;1;1;1;2;4;4;4;1;1;1;1;1;5;3;5;0;0;1;8;0;2;2;0;0;0;5;0;1;0;0;0;0;0;5;3;1;10;1;1;3;1;1;1;1;5;5;4;1;1;8;0;0;0;99999998;99999998;99999998;99999998;0;0;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;4;2;0;4;0;5;1;2;2;99999998;99999998;40;7;3;33;10;2;1;99999998;99999998;12;1;2;0.553138718;0.314890411;0.343324902
13019;20220515.47913.214;1949;99999998;99999998; ;2;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;4;99999998;99999998;9; ;999; ; ; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;9; ;999; ; ; ; ; ; ;99999998; ; ; ;99999998; ;1;4;99999998;99999998;9; ;999; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ;99999998; ;98;6;5;6;5;6;5;4;7;8;9;2;4;7;9;10;4;8;98;1;2;1;9;4;3;3;9;1;1;8;8;8;8;8;8;1;1;1;2;3;1;8;8;1;1;8;8;8;8;8;8;1;1;1;2;10;9;9;5;1;0;0;1;0;0;0;1;5;98;98;0;0;0;0;0;4;1;0;8;1;8;5;2;1;5;1;2;4;4;5;5;2;1;4;3;3;3;99999998;99999998;99999998;99999998;98;1;0;1;3;5;5;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;1;2;0;0;5;4;4;2;1;2;2;2;2;99999998;99999998;51;1;99999998;12;21;3;2;52;7;98;2;2;0.57037513;0.496076592;0.710449887
13020;20220515.33102.214;1973;99999998;99999998; ;1;4;8;8;8;8;8;8;8;8;8;8;8;8;99;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ;99999998; ; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ;99999998; ; ;99999998; ; ; ;99999998; ;99999998;99999998;99999998;99999998;99999998; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ;99999998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;98;9;8;8;8;9;8;9;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;98;98;98;98;98;98;98;98;98;98;98;98;99999998;98;98;98;99999998;99999998;99999998;99999998;98;98;98;98;98;98;98;99999998;99999998;99999998;99999998;98;98;99999998;99999998;99999998;99999998;99999998;98;98;98;98;98;98;98;98;98;18;1;1;2;99999998;99999998;21;3;99999998;98;98;8;1;99999998;99999998;98;8;8;1.097409654;1.097409654;1.097409654
13021;20220515.37905.214;1948;99999998;99999998; ;1;1;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;4;99999998;1; ;99999998; ; ; ; ;99999998; ; ;Kulturabgabe bringt dem Schweizerfilm wenig;303; ; ;Kulturschaffende vertreten nicht die Schweizer Kultur;301;200;2;99999998;4;99999998;8; ;99999998; ; ; ;99999998; ;Ist gegen die Natur,  Unversehrtheit des Körpers;201; ; ;Ungeborene, gesunde und Lebensfähige Kinder werden abgetrieben und getötet. Kranke und alte Leute will man mit allen Mitteln am Leben erhalten.  Pharma, Spitäler und Äertze verdienen sich dumm und dämlich, Gesundheitsindustrie.   Der Tod gehört zum Leben.;502; ;2;99999998;2;99999998;5; ;99999998; ; ; ; ; ;99999998; ; ; ; ;Die Erweiterung bringt der Schweiz wenig.;103; ;Die Kontrolle an der Schweizergrenze muss gestärkt werden. Die Asylantenströme werden noch mehr zunehmen.;306; ;3;3;5;2;6;3;0;5;2;2;6;8;5;5;5;0;0;3;10;5;6;6;6;1;6;3;1;1;1;4;4;4;2;3;2;1;1;4;4;4;1;1;1;1;2;4;4;3;2;1;1;1;1;1;3;4;2;4;4;5;2;4;2;6;4;98;2;0;2;4;2;2;5;2;3;2;5;3;2;2;9;5;2;1;1;2;2;2;4;3;3;2;2;98;1;0;5;99999998;99999998;99999998;99999998;1;1;0;0;0;0;0;99999998;99999998;99999998;99999998;0;0;99999998;99999998;99999998;99999998;99999998;0;0;0;0;1;1;1;2;2;1;1;2;1;1;4;51;7;1;11;10;1;1;99999998;99999998;4;2;1;0.733966378;0.812604803;0.66440971
